id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
2893746245,当幸福来敲门,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2614359276.jpg,2008-01-17(中国大陆),https://movie.douban.com/subject/1849031/,9.2,"剧情,家庭,传记",,,,2021-05-28 12:23:19,2006 / 美国 / 剧情 家庭 传记 / 加布里埃莱·穆奇诺 / 威尔·史密斯 贾登·史密斯
2893746143,教父,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p616779645.jpg,1972-03-15(纽约首映),https://movie.douban.com/subject/1291841/,9.3,"剧情,犯罪",,,,2021-05-28 12:23:11,1972 / 美国 / 剧情 犯罪 / 弗朗西斯·福特·科波拉 / 马龙·白兰度 阿尔·帕西诺
2893746014,大话西游之大圣娶亲,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2455050536.jpg,2014-10-24(中国大陆),https://movie.douban.com/subject/1292213/,9.2,"喜剧,爱情,奇幻",,,,2021-05-28 12:23:01,1995 / 中国香港 中国大陆 / 喜剧 爱情 奇幻 古装 / 刘镇伟 / 周星驰 吴孟达
2893745911,疯狂动物城,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2614500649.jpg,2016-03-04(中国大陆),https://movie.douban.com/subject/25662329/,9.2,"喜剧,动画,冒险",,,,2021-05-28 12:22:53,2016 / 美国 / 喜剧 动画 冒险 / 拜伦·霍华德 瑞奇·摩尔 杰拉德·布什 / 金妮弗·古德温 杰森·贝特曼
2893745805,无间道,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2564556863.jpg,2003-09-05(中国大陆),https://movie.douban.com/subject/1307914/,9.3,"剧情,惊悚,犯罪",,,,2021-05-28 12:22:45,2002 / 中国香港 / 剧情 惊悚 犯罪 / 刘伟强 麦兆辉 / 刘德华 梁朝伟
2893745650,机器人总动员,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1461851991.jpg,2008-06-27(美国),https://movie.douban.com/subject/2131459/,9.3,"科幻,动画,冒险",,,,2021-05-28 12:22:35,2008 / 美国 / 科幻 动画 冒险 / 安德鲁·斯坦顿 / 本·贝尔特 艾丽莎·奈特
2893745522,三傻大闹宝莱坞,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p579729551.jpg,2011-12-08(中国大陆),https://movie.douban.com/subject/3793023/,9.2,"剧情,喜剧,爱情",,,,2021-05-28 12:22:27,2009 / 印度 / 剧情 喜剧 爱情 歌舞 / 拉吉库马尔·希拉尼 / 阿米尔·汗 卡琳娜·卡普尔
2893745437,海上钢琴师,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2574551676.jpg,2019-11-15(中国大陆),https://movie.douban.com/subject/1292001/,9.3,"剧情,音乐",,,,2021-05-28 12:22:19,1998 / 意大利 / 剧情 音乐 / 朱塞佩·托纳多雷 / 蒂姆·罗斯 普路特·泰勒·文斯
2893745333,楚门的世界,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p479682972.jpg,1998-06-05(美国),https://movie.douban.com/subject/1292064/,9.4,"剧情,科幻",,,,2021-05-28 12:22:11,1998 / 美国 / 剧情 科幻 / 彼得·威尔 / 金·凯瑞 劳拉·琳妮
2893745152,千与千寻,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2557573348.jpg,2019-06-21(中国大陆),https://movie.douban.com/subject/1291561/,9.4,"剧情,动画,奇幻",,,,2021-05-28 12:21:56,2001 / 日本 / 剧情 动画 奇幻 / 宫崎骏 / 柊瑠美 入野自由
2893745005,这个杀手不太冷,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p511118051.jpg,1994-09-14(法国),https://movie.douban.com/subject/1295644/,9.4,"剧情,动作,犯罪",,,,2021-05-28 12:21:44,1994 / 法国 美国 / 剧情 动作 犯罪 / 吕克·贝松 / 让·雷诺 娜塔莉·波特曼
2893744823,肖申克的救赎,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p480747492.jpg,1994-09-10(多伦多电影节),https://movie.douban.com/subject/1292052/,9.7,"剧情,犯罪",,,,2021-05-28 12:21:29,1994 / 美国 / 剧情 犯罪 / 弗兰克·德拉邦特 / 蒂姆·罗宾斯 摩根·弗里曼
2893744613,星际穿越,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2614988097.jpg,2014-11-12(中国大陆),https://movie.douban.com/subject/1889243/,9.4,"剧情,科幻,冒险",,,,2021-05-28 12:21:09,2014 / 美国 英国 加拿大 / 剧情 科幻 冒险 / 克里斯托弗·诺兰 / 马修·麦康纳 安妮·海瑟薇
2893744463,地心引力,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2159078612.jpg,2013-11-19(中国大陆),https://movie.douban.com/subject/3793783/,7.9,"科幻,惊悚,灾难",,,,2021-05-28 12:20:56,2013 / 英国 美国 墨西哥 / 科幻 惊悚 灾难 / 阿方索·卡隆 / 桑德拉·布洛克 乔治·克鲁尼
2893743486,流浪地球,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2545472803.jpg,2019-02-05(中国大陆),https://movie.douban.com/subject/26266893/,7.9,"科幻,冒险,灾难",,,,2021-05-28 12:19:33,2019 / 中国大陆 / 科幻 冒险 灾难 / 郭帆 / 吴京 屈楚萧
2893742199,阿凡达,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2180085848.jpg,2010-01-04(中国大陆),https://movie.douban.com/subject/1652587/,8.8,"动作,科幻,冒险",,,,2021-05-28 12:17:56,2009 / 美国 / 动作 科幻 冒险 / 詹姆斯·卡梅隆 / 萨姆·沃辛顿 佐伊·索尔达娜
2893739691,曼达洛人 第二季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2620309098.jpg,2020-10-30(美国),https://movie.douban.com/subject/34892527/,9.4,"动作,科幻,冒险",,,,2021-05-28 12:14:43,2020 / 美国 / 动作 科幻 冒险 / 乔恩·费儒 布莱丝·达拉斯·霍华德 戴夫·菲洛尼 瑞克·法穆易瓦 卡尔·韦瑟斯 佩顿·里德 罗伯特·罗德里格兹 / 佩德罗·帕斯卡 吉娜·卡拉诺
2893739377,曼达洛人 第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2566627804.jpg,2019-11-12(美国),https://movie.douban.com/subject/30344167/,9.2,"科幻,奇幻",,,,2021-05-28 12:14:13,2019 / 美国 / 科幻 奇幻 / 黛博拉·周 瑞克·法穆易瓦 戴夫·菲洛尼 布莱丝·达拉斯·霍华德 塔伊加·维迪提 / 佩德罗·帕斯卡 Kyle Pacek
2893716380,宇宙时空之旅：未知世界,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2592896526.jpg,2020-03-09(美国),https://movie.douban.com/subject/30192448/,9.5,纪录片,5,让我看得最沉迷的一部纪录片，以宇宙观的视角反观人类文明的历史进程。,纪录片,2021-05-28 11:46:58,2020 / 美国 / 纪录片 / 安·德鲁扬 布兰农·布拉加 / 尼尔·德格拉塞·泰森
2893700241,出·路,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2393852889.jpg,2017-12-30(UCCA艺术放映),https://movie.douban.com/subject/26904137/,7.7,纪录片,4,经历过从山里走出来的孩子，可能看这部纪录片会很有感触。,"纪录片,人生,教育,社会",2021-05-28 11:29:31,2017 / 中国大陆 德国 / 纪录片 / 郑琼
